id,en,cn,class
1823,The next page keeps showing a network crash message; it seems like the online loan service is down.,下一页总是提示网络崩溃，看起来网贷服务是无法使用了。,2
1825,It's been a while since you mentioned this; the change is quite significant.,你这已经好久没提了，变化这么大。,2
1832,This card is not recommended for cancellation; it's much more appealing than the other options.,这张卡不建议注销，远比其他选项好看多了。,2
1834,"The limit is only 50,000; is this meant to encourage saving and spending?",额度只有五万，这是不是想要鼓励存钱和消费呢？,2
1850,"I called customer service to confirm, but it seems that sometimes they don't follow through. Previously, Hengfeng had already exceeded the limit.",我打电话去客服确认，但好像有时候他们并不会实现之前的承诺，恒丰之前也超过了这个限度。,2
1851,"No need to worry, there's no need to go to your branch. Just tell them where you are, and the representative will come to you. If the card has been issued, you can activate it directly through the app.",不用担心，不用去你们的网点。直接告诉他们你在哪里，业务员会过来。如果卡已经发出了，可以直接通过APP激活。,2
1863,"The transaction volume is too low, I've been put in the ""black room.""",交易笔数太少，我被弄进小黑屋了。,0
1865,Ping An Tencent Gold: 51k,平安腾讯金：51k,2
1867,"You can't just keep refreshing that 'hey hey hey' multiple times a day, can you? Why doesn't one of the chickens support QR codes? I want to switch between the two chickens for the 'he he'!",你总不能一天刷很多少次那个“嘿嘿嘿”吧？为什么有一只鸡不支持二维码？我想两个鸡轮流刷“呵呵”！,2
1890,"No, the gold card review only starts after submission, right?",不，金卡是提交后才开始审核，对吧？,2
1911,"It is your duty to repay on time. If you fail to repay your debts on time, you won't be allowed to receive your salary card.",按时还款是你的责任。如果逾期不还债务，就不能发放工资卡。,2
1916,The credit limit for the Palm Life App is most likely the same as that of the credit card.,掌上生活App的信贷额度很可能和信用卡的额度相同。,2
1917,"I previously had a credit limit of 8000 with China Merchants Bank, but I canceled it. Now my application has been under review for a while. Yesterday, the app showed a limit of 8000, but today it suddenly changed to 3000 while my card is still under review. Does this mean that the final credit limit will be 3000?",我之前在招商银行有8000的额度，但我把它注销了。现在申请一直在审核中。昨天，APP上显示的额度还是8000，今天突然变成3000，而我的卡片还在审核中。这是不是意味着最终额度就是3000呢？,2
1932,"Today, over twenty thousand has arrived, and they told me to repay more than ten thousand first. The remaining balance can be negotiated later. I suppose that's acceptable; it feels somewhat lenient.",今天我的两万多到了，他们让我先还一万多，剩下的可以再协商。我觉得这样也可以，算是比较宽松了。,2
1948,"Isn't it over 60,000 now for graduates? I've been naturally stuck at 60,000 for two or three years without any progress.",现在毕业生的薪资不是超过六万了吗？我已经自然地停留在六万两三年了，丝毫没有动静。,2
1963,Just show your citizen card.,只要出示你的市民卡即可。,2
2002,"I managed to catch the 51 promotion and got it for 19 days, but I missed the classic time. With a limit of 3,000, I would be very satisfied if I get the card.",我赶上了51的活动，享受了19天，不过我错过了经典发布时间。额度是3000，如果能够顺利下卡我会很满意。,2
2026,"You don't have a platinum card, do you? You can easily break the limit on a true platinum card, but there's a restriction based on credit rating. Platinum cards won't work, but you can apply for a diamond card. The higher the card level, the more credit you get...",你没有白金卡吧？真正的白金卡可以轻松突破这个限制，但这是根据征信等级来规定的。白金卡不行，你可以申请钻石卡。卡级越高，额度就越多……,2
2029,"Ping An Vehicle Owner Gold 84k (submitted eight times on April 26, 2021)",平安车主金84k（2021年4月26日提交八次）,2
2068,"The financial interest from manufacturers is low due to subsidies, aimed at better selling vehicles while making money from other sources.",厂商的金融利息很低，因为有补贴，这样可以更好地销售汽车，同时从其他地方赚取利润。,2
2081,"3k, from China Construction Bank",3k，来自建设银行,2
2082,"Could the experts take a look at which cards to keep or cancel? I have more personal spending abroad, so I’d like to know which cards would be better to cancel. Thank you!",请专家看看哪些信用卡该保留或注销，我在国外的个人消费比较多，所以想知道哪些卡注销比较好，谢谢！,2
2095,The increase in the credit limit is quite good.,这次提额的幅度真不错。,2
2105,"I'm thinking that since I'll probably apply for online loans and credit cards 15 to 25 times in these 90 days, considering it's already looking bad, why not just apply for all the cards multiple times? Who knows, I might get lucky. If not, it's not a big deal—after all, I'll be okay in six months anyway.",我在想，既然这90天里我大概会申请15到25次网贷和信用卡，反正信用已经不好了，那不如就多申请几次所有的卡，万一运气好呢？如果不行，也没关系，反正六个月后我都会好起来。,2
2115,"It's just about saving money, which feels like getting ripped off... so frustrating.",这就是存钱，感觉像是在被坑...真让人沮丧。,0
2123,Don't worry about the dark house; it seems like the dark house is still raising the amount.,不用担心黑房子，看来黑房子还在提高金额。,0
2128,It's hard to figure out the tricks of China Merchants Bank; it's better to take a laid-back approach.,招商银行的套路不好琢磨，还是淡定一点比较好。,2
2130,"My current situation has improved, but I still can't increase my credit limit.",我现在的状况好了，但额度还是无法提升。,2
2132,Has Dahei lost even the qualification for installment plans?,大黑是不是连分期付款的资格都没有了？,2
2137,"E-installment, what is it? Taking out a loan.",E分期是什么？就是贷款。,2
2139,It's said that using e-service has a high chance of getting you into trouble.,据说使用e服务很可能会让你遇到麻烦。,2
2156,"Don't rush, it's not certain whether it will pass; hard inquiries over ten or twenty times, haha.",别着急，不一定能通过；硬查询十多次或者二十多次，哈哈。,2
2174,Using Alipay is the most reliable option.,使用支付宝是最稳妥的选择。,2
2179,"The lobby manager advised me to first apply for a savings card and deposit 1,000 yuan. After that, I uploaded screenshots of my real estate, social security, and housing fund. If I get rejected now, I’ll have to wait until next year.",大堂经理让我先申请一张储蓄卡，先存1000元。然后我上传了不动产、社保和公积金的截图。如果现在被拒，那我就得等到明年。,2
2187,"I deposited 50,000 in the Savings Plus account, 30,000 in a fixed term deposit, and 20,000 in a current account. After three months, my online application was rejected, and the staff member also declined my request.",我存了五万的朝朝盈，三万的定期存款，还有两万的活期。满三个月后，我的网申被拒，而且业务员也拒绝了我的要求。,2
2192,Does the UnionPay single currency card automatically add a USD account?,银联单币卡是否会自动添加一个美元账户？,2
2193,Renminbi and US Dollar Accounts,人民币和美元账户,2
2195,"I used the E-installment plan for bill installment and ended up in a bit of a financial bind for some time, but now they've increased my credit limit.",我用了E分期的账单分期，结果一段时间内有点走入了财务困境，不过现在他们给我提额了。,2
2200,I can't register for the petition service in Shanghai. What's the reason? It keeps saying the verification code is incorrect. What am I supposed to do now? I'm exhausted.,我在上海无法注册信访服务，是什么原因？老是提示验证码不正确。我现在该怎么办呢？我真的很疲惫。,0
2206,My WeChat account has been restricted from receiving various coupons and cannot be used.,我的微信号被限制领取各种优惠券，无法使用。,2
2256,Your qualifications are good. What documents did you submit for this application?,你的资质看起来不错。这次申请你提交了哪些资料？,2
2264,"I just got this card in June, with a limit of 100,000. The original poster's qualifications are good, so there's no need to worry.",我这个卡是6月份刚办的，额度10万。楼主的资质是可以的，不用担心。,2
2273,"After three months, you can generally get a credit limit increase.",三个月后，基本上都可以提额了。,2
2283,Bank of China_7.4k,中国银行_7.4k,2
2285,How can I check my credit limit?,我怎么查我的信用额度？,2
2313,"He won't apply for a Platinum card for you using two cards, will he?",他不会用两张卡帮你申请一张白金卡吧？,2
2314,Boosting your performance... Haha... Ended up getting played instead.,提升业绩……哈哈……结果反被坑了。,0
2327,"Sister, I'm very young. There have been some changes in the family. If you can help, that would be great; if not, I can provide my credit report. If you're indeed in significant debt and struggling, that's understandable.",姐姐，我年纪还小，家里发生了一些变故。如果你能帮忙那就太好了；如果不能，我也可以提供我的征信报告。如果你确实负债比较严重，经济困难，那我也理解。,2
2335,"Look at my signature; I've been stuck at 41,000 for years. The limit increase has been really slow.",看看我的签名，我在四万一的额度上已经停了好几年，提升额度的速度实在太慢了。,0
2336,You've been to the bank too many times.,你去银行的次数太多了。,2
2361,Real consumption on WeChat is no longer available.,微信上的真实消费也不再存在了。,2
2362,You waited a few days and found no points? The deposit takes two to three days.,你等了几天发现没有积分？入账要两到三天。,2
2368,It's really easy to get approved for a card from China Merchants Bank. Did you maybe miss filling something out correctly?,招商银行的下卡很简单啊，你是不是填错什么了？,1
2378,"You can apply for another Bank of China 0001 card domestically, or the Winter Olympic card, which offers 5 times the points—quite attractive. The reason Bank of China approves while Citibank does not may be because Bank of China has relatively better cash flow management for its investment products...",你可以在国内再申请一张中行0001卡，或者冬奥卡，撸5倍积分真的不错。中行能够通过而招行不能，可能是因为中行在现金流理财方面的管理相对更好…,1
2379,"Get the card first, whether it's approved or post-approval.",先申请卡，至于审批与否就随它去吧。,2
2394,"I have a credit limit of 50,000, so I can't go beyond that.",我有5万元的额度，所以不能超过这个。,2
2396,"Let's negotiate the credit card repayment. The limit is 60,000, and the interest and penalties have accumulated to 90,000. I've paid back 20,000, leaving a balance of 70,000. I hope the negotiation for repayment won't be delayed, and then we can also lift the savings restriction...",我们来协商一下信用卡还款吧，额度是6万，利息和罚款已经涨到9万。我已经还了2万，现在还有7万的余额。希望还款的协商不会拖延，这样我们也可以解除储蓄限制……,2
2397,"I will try to call and ask. I was sued before, so there might not be much room for negotiation. ",我试着打个电话问一下。之前我被起诉过，所以可能没有太多的商量余地。,0
2400,"There's no way around it; after suing you, didn't they apply for enforcement or asset preservation? Generally, all bank accounts under your name would be frozen until the debt is paid off.",没办法，起诉你之后没申请强制执行或者资产保全吗？通常你名下的所有银行卡都会被冻结，直到还清债务。,0
2408,"It's been two years, and the credit limit is still very low.",两年了，额度依然很低。,0
2411,"I have experienced this as well; as soon as my salary is credited, it's instantly deducted due to five overdue loans from E-Loan.",我也遇到过这样的事，一发工资就秒扣，因为欠了E招贷的五个贷款。,2
2414,The bank requires an in-person visit.,银行需要上门办理。,2
2415,That means it can't be done in smaller towns.,那就是说在小地方办不了。,2
2417,"Why choose China Merchants Bank? They offer many benefits, high credit limits, and quick credit increases.",为什么要选择招商银行？他们的优惠很多，额度高，升额也快。,2
2419,"Yes, if your online application is approved, you need to visit a branch to meet with the lobby staff for an in-person interview. However, as long as you bring your ID card, you won’t face any difficulties.",是的，网申通过后，你需要去网点找大堂工作人员面签。不过，只要带着身份证过去，就不会遇到任何刁难。,2
2422,"For the first visit, let's find a friend from Xuchang.",第一次要拜访，我们找个许昌的朋友吧。,2
2430,"Add me, I can help you come up with a reliable plan.",加我，我可以帮你制定一个靠谱的方案。,1
2433,How could someone be so timid and still miss a payment?,这么胆小的人居然还敢逾期？,2
2445,Xingye Rui Platinum 90K,兴业睿白金90K,2
2448,"In April, I was granted a fixed credit limit along with a temporary limit, which has been extended several times. During this period, I split my payments twice with discounts of 50% and 32%. On June 27th, my temporary limit expired, and I thought I was in trouble. Last night, out of curiosity, I checked my limit and found a new temporary limit of 83,000, down from 93,000, valid until July 27th. I planned to wait until tomorrow to see if it could be extended, but when I checked today, it was still set to expire on July 27th, except the temporary limit had unexpectedly increased to 108,000. It was a pleasant surprise that my credit provider granted me another temporary limit.",四月份我获得了一个固定额度和一个临时额度，期间多次续期。这段时间我分了两次期，分别享受了五折和三点二折的优惠。6月27号我的临时额度到期，我以为会出问题。昨晚出于好奇我查看了一下额度，发现又有了83000的临时额度，比之前的93000少，期限是到7月27号。我本想等到明天再看看能否延长，今天再看时发现还是只能到7月27号，不过临时额度意外地变成了108000，真是惊喜，小招又给我送了临时额度。,2
2450,"CEB 60,000 (Golf White) - Minsheng 38,000 (Car Gold)",光大6万（高尔夫白）-民生3.8万（车金）,2
2456,Does the Merchants Bank not take photos for corporate accounts?,招商银行不为企业账户拍照吗？,2
2457,"I went through the agreement, took a picture, and that was it. The beautiful招商小姐姐 asked if I had a招商储蓄卡 for automatic repayments. Unfortunately, I already had a card, so I didn't even get the chance to chat a bit more.",我看完协议拍了照就结束了。漂亮的招商小姐姐问我有没有招商储蓄卡可以用来自动还款。可惜我已经有卡了，没能多聊几句。,2
2475,Overdue negotiations and installment plans,逾期谈判和分期付款,2
2477,"The cost of spending 30,000 is already 114, and I’m not sure if I can even break even after taking advantage of the offer twice. It also increases the risk of using the card.",花三万的成本就114，我都不确定薅两次羊毛能不能回本，风险还增加了。,2
2480,I’ll go take a look. Does the all-currency card really have no annual fee?,我去看看，全币卡真的不要年费吗？,2
2492,Should I pay off the entire balance at midnight? I've only paid off a third so far. Will this affect my credit limit?,我晚上零点是不是要把余额全还清？我现在才还了三分之一，这个会对我的信用额度有影响吗？,2
2494,"Just waiting to be rejected, what else can I do? Don't you know China Merchants Bank's first card offers door-to-door service?",就等着被拒绝了，还能怎么办？难道你不知道招行的首卡有上门服务吗？,2
2495,"My 317 appointment application has been overdue for six months, and I still haven't received a response. ",我的317预约申请已经逾期了六个月，依然没有收到任何回复。,2
2504,New cards cannot be paid in installments; they can be split after three months.,新卡不能分期，三个月后就可以分期了。,2
2505,"New card, but you can just bring Daikokuya yourself.",新卡，但你自己带Daikokuya就可以了。,2
2520,"Nearly 200,000 inside. That's a lot!",里面快有20万了。真是不少啊！,2
2529,"The attempt to upgrade the Young card to a campus card was unsuccessful, so I decided to cancel the card. Can anyone tell me how long it usually takes for the cancellation status to appear in the credit report?",我想把Young卡转成校园卡，但没有成功，就取消了这张卡。请问大家，销卡的状态多久能在信用报告里显示出来呢？,2
2538,"As long as the total amount is not too high, it can basically be 3+1.",只要汇总的金额不高，基本上可以是3+1。,2
2551,"Almost 100,000 points left, and besides drinking coffee, they seem useless. Is this debit card still worth it?",快10万积分了，除了喝咖啡，感觉没什么用。这个储蓄卡还值得用吗？,2
2564,"My limit is over 6000. I need to invite 50,000, spend 150,000, and deposit 144,000 to qualify.",我额度超过6000，需要邀请5万，要消费150000，存入144000才能符合条件。,2
2567,"Bank of China 69K, HSBC 34K; Everbright 49K; Bank of East Asia 10K.",中国银行69万，汇丰34万；光大49万；东亚10万。,2
2568,SPDB is indeed reliable.,浦发银行确实很靠谱。,2
2585,"I've maxed out my limit, bro. Can you leave me half of it? Have you also maxed out other products? Your debt must be really high.",我额度刷爆了，兄弟。能不能留我一半？你是不是其他产品也都刷爆了？你的负债一定很高吧。,2
2588,"A Meituan POS machine with no genuine transactions, only swiped once a month.",一个美团POS机，没有实际消费，每个月只刷一次。,2
2594,"I tried several times recently but still didn't get the card blocked, even after changing machines a few times.",我最近试了好几次，但还是没有封卡，换了几台机器也没用。,2
2613,"Is there a management fee for diamonds? Haha, I heard that private banks don’t charge management fees. When will the diamonds arrive? Bro, why not try to persuade them at a private bank?",钻石还有管理费啊？哈哈，我听说私人银行是不收管理费的。钻石什么时候能到啊？兄弟，试着跟他们的私人银行聊聊看看？,2
2616,"I got a private banking card last year, but now I'm worried about the management fee, which is 4,000 per month.",我去年办了私行卡，现在愁的是管理费，每个月要4000。,0
2617,"Don't try to fool me; you scared me with that management fee. If the total assets under the same name stay above 10 million for six consecutive months, the management fee is waived. For assets between 8 million and 10 million, the fee is 1,000 yuan per month; for assets below 8 million, the fee is 4,000 yuan per month.",别拿我开玩笑，管理费真让我吓到了。如果同名下的总资产连续六个月保持在1000万以上，管理费就免了；在800万到1000万之间，管理费是每月1000元；如果低于800万，管理费就是每月4000元。,2
2619,You can check where to find the bank card you want to replace in the app.,你可以在这个应用里查看想换的银行卡在哪里。,2
2626,"Has your brother been sued? I've missed payments for 18 months, and after reaching out to the Shanghai petition office, the customer service refused to negotiate a payment plan. I then filed a complaint with the national petition office, but I haven't received a call yet.",老哥有被起诉吗？我逾期18个月，去上海信访后客服不愿意协商分期计划。后来我又去国家信访投诉了，但还没接到电话。,2
2628,"48 installments is fine, but I want to split my 18 payments into 36 installments, and China Merchants Bank doesn't agree.",48期可以，18个我想分36期，招商银行不同意。,0
2630,"It has been around a year, and my account became dormant in December.",大约一年了，我的账户在12月变成了呆账。,2
2639,"After the overdue period, China Merchants Bank allows for interest-free installments again, with a maximum of 60 installments.",逾期之后，招行允许再次免息分期，最长可以达到60期。,2
2652,"The official statement from China Merchants Bank says there is a 7011. Is the customer service just talking nonsense, or are there new rules being implemented that haven't been officially announced yet? It's confusing. I'm really frustrated with the rewards points, and the sheer volume of complicated merchant categories is overwhelming. I've just given up trying to figure it out.",招商银行的官方表示有7011。客服到底是在胡说八道，还是有新的规则未正式公布就已经开始实施了？真让人困惑。招商积分我真的很烦，还有那一大堆复杂的商户分类，真是让我感到疲惫，无奈地放弃了。,0
2659,What's changing? Why does it change every day? It's so frustrating.,哪里在变？为什么每天都在变？真让人烦躁。,0
2664,"The numbers are stable, whether temporary or fixed.",无论是临时的还是固定的，数据都非常稳定。,1
2665,I have already asked for it. Will the temporary withdrawal from China Merchants affect the fixed deposit?,我已经问过了，招商银行的临时提款会影响定期存款吗？,2
2670,"The exemption for direct deposits is regional. Here, the standard and Diamond Golden Sunflower accounts are exempt, but the private banking ones are not.",代发免是区域性的。我们这边普通和钻石金葵花账户可以免除，但私行账户就不免了。,2
2674,"The payroll must be processed through the company's account with China Merchants Bank, right?",代发工资一定要通过公司的开户行在招商银行吗？,2
2687,"The first-time credit card limit of 40,000 from Bank of Communications is just passing by.",交通银行的信用卡首次额度4万块路过一下。,2
2693,"I opened a Pudong Development Bank credit card in 2017, and now the credit limit is 200,000.",我在2017年办的浦发信用卡，现在额度是20万。,2
2699,Is it possible to check social security and housing fund at every bank?,每个银行都能查到社保和公积金吗？,2
2701,"My card limit is also 3,000, and it took about a year and a half to increase it.",我的信用卡额度也是3000块，差不多花了一年半才提升。,2
2702,"The Xiao Zhao 二卡 is supposed to be approved instantly, right? My card also shares a joint limit of 3K, which is pretty basic. It took almost a year and a half to get an increase in my limit.",小昭二卡本来就是秒批的吧？我的卡也共享3K的额度，真的是很菜。提额差不多花了一年半的时间。,2
2709,Platinum card?,白金卡吗？,2
2710,Is this a platinum card?,请问这是白金卡吗？,2
2723,Does the social security system provide deposit details?,社保系统提供缴存明细吗？,2
2726,"I submitted my application last month, and there hasn't been any update since then. The timeline hasn't changed, and I'm really exhausted from waiting.",我上个月提交的申请，到现在一点消息都没有，时间也没有变化，等得我真心累。,0
2733,"This is the first time I’ve heard of this too, so let’s wait and see. Normally, card production starts within 48 hours, and I guess once it goes into production, there will be a credit limit available.",这是我第一次听说这种情况，所以我们等等看吧。正常来说，制卡通常在48小时内开始，估计一旦进入制卡阶段，就会有额度了。,2
2737,What can 8k do? The limit is pitifully low.,8k有什么用？额度实在太低了。,0
2740,Bank of Communications 50k,交通银行五万块,2
2747,My loan was approved without any hassle; they just asked a few simple questions.,我的贷款顺利通过了，根本没有任何麻烦，只问了一些简单的问题。,1
2750,Are you upgrading or starting fresh?,你是升级还是重新办理？,2
2758,"No cap, right? My regular card has a limit of 68,000. ",没封顶吧？我的普卡额度是68000。,2
2764,"What's wrong with my credit card? Do you look down on me? At least I haven't defaulted, haven't delayed payments, and haven't been subjected to collections!",我小卡怎么了？你是在看不起我吗？起码我没有违约，没有逾期，也没有被催收呀！,2
2772,The limit on the second category card has been restricted; switching to another card would be fine.,这张二类卡额度被限了，换张别的卡就可以了。,2
2782,Just take a screenshot of your available balance.,只需截个图就能看到可用余额。,2
2786,Will the bank ask for a reason if I go to cancel my card without visiting a branch? Just give me back my principal; I don't mind closing the account. ,银行如果我不去柜台销卡，会问我原因吗？只要把我的本金还给我就行，我销卡是无所谓的。,2
2787,"No matter what the reasons are, the bank won't fuss too much about it. They will just give you the money, but after the card is canceled, you might end up on a blacklist for some time. ", 无论什么原因，银行也不会太多啰嗦。他们会把钱给你，但卡注销后，你可能会被拉入黑名单一段时间。,0
2794,"The ICBC standard card can have a credit limit of over a million; it depends on the person, not just the card. Having a platinum card with only a limit of 20,000 is pointless.",工行的普卡额度也能上百万，看重的是个人资质而不是卡种。要到手的额度才2万的白金卡没什么意义。,2
2813,"Some people might have OCD, but credit information isn't pulled every day, as long as it's not excessive.",有些人可能有强迫症，但信用信息并不是天天都要查询的，只要不频繁就可以。,2
2833,Yunshan Pay offers a customized Golden Cabbage.,云闪付提供定制的金白菜。,2
2834,The interest is not low at least every month.,每个月的利息至少都不低啊。,0
2844,"It's not advisable to only pay the minimum. Paying the minimum for one or two periods is okay, but consistently doing so could lead to a decrease.",不建议只还最低。偶尔还一两期可以，但长期只还最低可能会导致下滑。,2
2845,The bank is always a cherry on top.,银行永远都是锦上添花。,2
2854,"I've called so many times, but ICBC is just being stubborn and won't help unless I fall into default.",我打了好多次电话了，工行就是很固执，逾期了才愿意协商。,2
2869,Accounts in arrears can be closed without waiting for five years.,逾期帐户可以不需要等五年就直接关闭。,2
2884,My principal of ten thousand in 2009 has grown to nearly one hundred and thirty thousand now. Is it really that difficult to manage when I paid back twelve thousand six or seven years ago? I wonder how much it would be estimated now.,我09年的本金一万到现在算了将近十三万，真有这么难处理么？我六七年前还了一万二，现在估计得多少？,2
2888,"I have a credit card and a limit, but I can't seem to use it.",我有信用卡和额度，但就是不能用。,2
2900,"In 2016, I defaulted on a loan of 30,000 yuan, and now it's over 66,000 yuan. I went to negotiate the other day, and I can't accept any less.",2016年我逾期了3万，现在已经涨到6万6千多。我前天去协商了，哪怕一分都不能少。,2
2907,"Your interest is higher than mine. My principal is one hundred thousand. After five years, the total amount including principal and interest is 2.",你的利息比我高。我的本金是一十万。五年后，本息总共是2。,2
2910,"Yes, yes. It has been two months already. Doesn't that prove it's safe?",是的，没错。已经过了两个月了，这不就证明它安全了吗？,2
2916,ICBC allows for mailing services to different locations; I just switched.,工商银行提供异地邮寄服务；我刚刚更换了。,2
2928,"The issues with being in a different location shouldn't be significant. Is it possible to renew the card without issuing a new one? I'm also from another province, what's the fastest way? ", 在异地应该问题不大。续卡可以不需要重新发卡吗？我也是外省的，最快的方式是什么？,2
2931,"Very convenient. There's no need; even if the card issuer changes, the line division remains the same as the II card, which can activate the phone.",非常方便，没必要；就算换了发卡行，线分还是跟II卡一样，可以激活手机。,1
2941,Can I still withdraw money from ICBC's 19 branches?,我还能从工行的19家支行取钱吗？,2
2942,"It's relatively easy to get approved for positions 1 to 4 at China Construction Bank, while it doesn't matter as much at Industrial and Commercial Bank.",在建设银行1到4的职位比较容易通过，而在工商银行就没那么重要了。,2
2954,"The message says the card is being processed, but I’m not sure if there’s a physical card, and the credit limit hasn’t been determined yet.",短信显示卡片正在制作中，但我不确定是否会有实体卡，额度还没确定。,2
2955,"Wow, does this digital card come with a physical one? Is it for real?",哇，这张数字卡真的有实体卡吗？真的假的？,2
2957,Is there a UnionPay channel for this card? Can it be linked to Alipay for transactions?,这个卡有银联通道吗？可以绑支付宝刷吗？,2
2961,"Great news, my card has also been approved, and I activated it directly in the ICBC e-Living digital card section.",太棒了，我的卡也通过了，直接在工银e生活数字卡专区激活的。,2
2978,The progress looks good today; the credit limit increase should be coming soon.,今天的进度看起来不错，提额应该很快就来了。,1
2981,"On one hand, it's been six months. On the other hand, you might want to try Clear's instant approval for unlimited sharing. After that, I applied for the Forbidden City and authorized Rong E Borrow. The next day, I was able to borrow, and today I see that the Forbidden City was approved...",一方面过了半年，另一方面你可以试试Clear的秒批共享无界。然后我申请了故宫，授权了融E借。第二天就借到了，今天我看到故宫也批下来了……,2
2991,"I plan to write about a legitimate organization, but I don't have a landline. Should I explain this directly, or is it better to use my previous organization's phone number?",我打算写一个真实的单位，但我没有座机，直接说明这个情况好还是之前单位的电话更合适？,2
2992,"I also called the bank to provide additional information, but my account is still locked. I've applied for an unlocking, and it's been 7 days with no response. I'm so frustrated that I only made the minimum payment.",我也给银行打了电话补充信息，但我的账户还是被锁着。我申请了解锁，已经7天没收到任何回应。我气得只还了最低还款。,2
3000,"Paying down debt through installments: ICBC, CITIC, Ping An, and Bank of China allow for debt reduction through installments, while China Merchants Bank, Everbright, and Agriculture Bank do not. Can Guangfa also reduce debt through installments? This is the credit card I have in hand.",通过分期付款来减轻负债：工商银行、中信银行、平安银行和中国银行可以通过分期付款减轻负债，而招商银行、光大银行和农业银行则不行。广发银行的分期也能减轻负债吗？这是我手头的信用卡。,2
3012,"The 200,000 big platinum I bought back in May 2019 is still just 200,000. Can you wise guys think of a way to help?",我19年5月买的20万大白金，现在还是20万。各位高手，帮我想想办法。,0
3034,"Is Shenzhen Bank's mini product available? The minimum amount is 20,000? I only have between 3,000 and 20,000. ",深圳银行的mini产品有吗？最低起批是两万？我只有3000到20000。,2
3039,"I can't see any limits at all, and I just got my card approved. ",我根本看不到额度，而且我刚刚申请的卡就已经批下来了。,2
3045,The new regulations refer to just Dama Bank or all banks?,新规定是指大妈银行还是所有银行？,2
3047,Is the Four-Star credit card easy to apply for?,四星信用卡好申请吗？,2
3055,"""Three times"" refers to something specific, but I haven't withdrawn anything since I got my card six months ago.",“三倍”指的是什么，我下卡半年了，什么都没有提过。,2
3056,"I've been using the last card for over a year... Not a single mention of anything, it's really disappointing.",我用的上一张卡已经超过一年了... 一点消息都没有，真让人失望。,0
3066,"ICBC, the application interface is up.",工商银行，申请界面已经开启。,2
3082,"I have a credit limit of 35,000, but my credit score is poor, so I can't even get an Industrial and Commercial Bank credit card.",我有三万五的额度，但是我的信用记录不好，所以连工商银行的信用卡都申请不到。,2
3083,I requested SMS banking last year and then added a credit report service.,我去年申请了短信银行服务，然后又加了一项征信服务。,2
3085,I can't maintain it. I need to cancel the card and reapply.,我养不起这个。需要销卡重新申请。,2
3113,"It's either an instant approval or it gets sent for manual review, which is really frustrating, to be honest.",要么就是秒批，要么就转人工审核，实在是让人很烦。,2
3114,"My credit score of 27,000 is instantly available, just like yours.",我27000的征信秒到和你的一样。,2
3117,"My funds arrived instantly as well. I was trying to increase my credit card limit. Can I return the Rong e loan directly now, or do I need to transfer it to someone else's account before transferring it back?",我的款项也秒到。为了提高我的信用卡额度，我现在可以直接还回融e借吗？还是需要先转到其他人的账户再转回来？,2
3131,Is it better to choose Industrial and Commercial Bank or China Construction Bank? Stability is what really matters.,到底是工商银行好还是建设银行好呢？稳定性才是最重要的。,2
3139,Overdue payments reported to credit bureau?,逾期付款会被上报到信用机构吗？,2
3150,Applying for another card online and canceling this one with a risk control limit would perfectly resolve the issue.,申请一张其他卡，然后注销这张风控额卡，效果会非常好。,2
3158,Can teachers and doctors of Wujie only apply at the machines in the branches?,无界老师和无界医生只能在网点的机器上申请吗？,2
3159,"Is this card received through waiting, or do we have to actively go to the bank for an in-person interview? Also, I've heard some people say that once you get this card, you'll have 13 accounts under your name, which is a bit scary.",这个卡是等着收，还是需要主动去银行面签？还有，我听说办了这个卡后，会有13个账户在你名下，这让我有点担心。,2
3160,"I have a mortgage of 1.1 million, a personal loan of 150,000, and I also got approved for a MasterCard Platinum.",我有110万的房贷，15万的信用贷款，并且申请万事达白金卡也顺利批准了。,2
3168,"Wow, the Industrial and Commercial Bank's payroll service is pretty solid, and the融e借 loan limit is generally quite good. Once borrowed, adjust it back to balance. How much can you borrow with your融借?",哇，工商银行的代发工资服务挺不错的，融e借的贷款额度普遍也很不错。借出后再调整回来，你可以借多少呢？,0
3173,Impressive! How long does it take to get the Rong E Loan Card?,厉害了，融E借用卡多久能出来？,2
3180,The key issue is that there are no physical cards right now—one is for Wujie and the other for Clear. Even if I borrow one to balance out Wujie... I can't use it on POS machines. It's really frustrating.,关键问题是现在没有实体卡——一张是无界卡，另一张是Clear卡。即使我借来调和无界……也不能在POS机上使用。真让人心累。,0
3184,"When calling customer service, how should I talk to them? The customer service of China Merchants Bank is not easily fooled.",打电话时我应该怎么说？招商银行的客服并不好对付。,2
3187,The process at physical branches and online applications is still different.,网点的办理流程和网上申请还是不一样的。,2
3189,Go to the loan department and find the manager who helped you with the mortgage.,去信贷部门找一下帮你办理房贷的经理。,2
3195,"Calm down, my first credit card took a year and a half to get approved.",淡定，我的第一张信用卡当年审核了整整一年半。,2
3197,"How long will it take before I'm required to repay, so I can prepare the money?",一般需要多久才会被要求还款，以便我能准备好钱？,2
3218,I don't know; the installment plans for the aunties are not high.,我不知道，大妈的分期付款并不高。,2
3231,"Loan paid off, never using microloans again",贷款还清，绝不会再用小额贷款。,0
3242,The credit limits in Pudong are impressive! How did they achieve that?,浦东的额度真高啊，他们是怎么做到的？,2
